EVY,,34 Squadron, Royal Australian Air Force,Australia,,
,,,,Denmark,
,DBC,Gemini Air Group,DIAMOND BACK,United States,Allocated in 2014[25]
,GCH,Gama Aviation Switzerland,GAMA SWISS,Switzerland,
GX,GBC,Guangxi Beibu Gulf Airlines,SPRAY,China,
,GOP,Gospa Air,GOSPA AIR,Mexico,
,HGT,GMJ Air Shuttle,HIGHTECH,United States,Private air shuttle for�Intel Corporation�Employees
,GRE,Greenlandcopter,,Denmark,
,GMQ,Germania Express,CORGI,Germany,
,KNM,GB Helicopters,KINGDOM,United Kingdom,
,GCW,Global Air Crew,GLOBALCREW,Denmark,
,GBH,Global Avia Handling,,Russia,
Y5,GMR,Golden Myanmar Airlines,GOLDEN MYANMAR,Myanmar,
,GML,G & L Aviation,GEEANDEL,South Africa,
,EXH,G5 Executive,BATMAN,Switzerland,
,MTA,GAK/Mitchell Aero,GAK AVIATION,United States,
,GGS,GATSA,GATSA,Mexico,
,GBX,GB Airlink,ISLAND TIGER,United States,
GT,GBL,GB Airways,GEEBEE AIRWAYS,United Kingdom,
,GCS,GCS Air Service,GALION,United States,
,FFU,GEC Marconi Avionics,FERRANTI,United Kingdom,
,GCC,GECAS,GECAS,Ireland,
,GEN,GENSA,GENSA-BRASIL,Brazil,
,GET,Get High,AIR FLOW,Portugal,
,GET,GETRA,GETRA,Equatorial Guinea,ICAO Code no longer allocated
,GFW,GFW Aviation,,Australia,
,GGT,Trans Island Airways,THUNDERBALL,Bahamas,
,GHI,GH Stansted Limited,,United Kingdom,
Z5,GMG,GMG Airlines,GMG,Bangladesh,
,GPE,GP Express Airlines,REGIONAL EXPRESS,United States,
,GPR,GPM Aeroservicio,GPM AEROSERVICIO,Mexico,
,GIB,GR-Avia,GRAVIA,Guinea,
,BMK,GST Aero�Aircompany,MURAT,Kazakhstan,
,GTX,GTA Air,BIG-DEE,United States,
,GAH,Ga-Ma Helicoptere,GAMHELICO,France,
,GBE,Gabon Express,GABEX,Gabon,
,GRT,Gabon-Air-Transport,,Gabon,
,GIG,Gacela Air Cargo,GACELA AIR,Mexico,
,GFC,Gail Force Express,GAIL FORCE,United States,
,GNJ,Gain Jet Aviation,HERCULES JET,Greece,
,SWF,Galair International,GALAIR,United Kingdom,
,GLS,Galaircervis,GALS,Ukraine,
7O,GAL,Galaxy Air,GALAXY,Kyrgyzstan,
,GXY,Galaxy Airlines,GALAX,Japan,
,GAS,Galena Air Service,GALENA AIR SERVICE,United States,
1G,,Galileo International,,United States,
,GMA,Gama Aviation,GAMA,United Kingdom,
GC,GNR,Gambia International Airlines,GAMBIA INTERNATIONAL,Gambia,
,NML,Gambia New Millennium Air,NEWMILL,Gambia,
,GMJ,Gamisa Aviaci�n,GAMISA,Spain,
G7,GNF,Gandalf Airlines,Gandalf,Italy,
,GAN,Gander Aviation,GANAIR,Canada,
,GSA,Garden State Airlines,GARDEN STATE,United States,
,AHM,Garrison Aviation,AIR HURON,Canada,
GA,GIA,Garuda Indonesia,INDONESIA,Indonesia,
,GHS,Gatari Hutama Air Services,GATARI,Indonesia,
,EGO,Gauteng Air Cargo,GAUTENG,South Africa,
,GVN,Gavina,GAVINA,Spain,
4G,GZP,Gazpromavia,GAZPROMAVIA,Russia,
,GEE,Geesair,GEESAIR,Canada,
GR,GCO,Gemini Air Cargo,GEMINI,United States,
,GAB,Gendall Air,GENDALL,Canada,
,GDB,Gendarmerie Belge,BELGIAN GENERMERIE,Belgium,
,FGN,National Gendarmerie,FRANCE GENDARME,France,
,SWK,General Aerospace,SKYWALKER,Canada,
,GWS,General Airways,GENAIR,South Africa,
,GNZ,General Aviation,GONZO,Poland,
,GTH,General Aviation Flying Services,GOTHAM,United States,
,XGA,General Aviation Terminal,,Canada,
,GMC,General Motors,GENERAL MOTORS,United States,
,GNX,Genex,,Belarus,
,GSL,Geographic Air Surveys,SURVEY-CANADA,Canada,
A9,TGZ,Georgian Airways,TAMAZI,Georgia,
,FGA,Georgian Aviation Federation,GEORGIA FED,Georgia,
,GGF,Georgian Cargo Airlines Africa,GEORGIAN AFRICA,Senegal,
QB,GFG,Georgian National Airlines,NATIONAL,Georgia,
,,Great Barrier Airlines,,New Zealand,Not ICAO allocated � GBA issued for domestic use by the Civil Aviation Authority of New Zealand
,GAF,German Air Force,GERMAN AIR FORCE,Germany,
,GAM,German Army,GERMAN ARMY,Germany,
,GNY,German Navy,GERMAN NAVY,Germany,
HE,LGW,German Airways,WALTER,Germany,Former name: Luftfahrtgesellschaft Walter
,GHY,German Sky Airlines,GERMAN SKY,Germany,
ST,GMI,Germania,GERMANIA,Germany,
4U,GWI,Germanwings,GERMAN WINGS,Germany,
,GDN,Gerry's Dnata,,Pakistan,
,GFD,Gesellschaft Fur Flugzieldarstellung,KITE,Germany,
GP,RIV,APG Airlines,RIVERA,France,
,GES,Gestair,GESTAIR,Spain,
,GTR,Gestar,STAR GESTAR,Chile,
,GJT,Gesti�n A�rea Ejecutiva,BANJET,Spain,
,GHT,Ghadames Air Transport,,Libya,
GH,GLP,Globus Airlines,GLOBUS,Russia,
GH,GHA,Ghana Airways,GHANA,Ghana,defunct
G0,GHB,Ghana International Airlines,GHANA AIRLINES,Ghana,
,NTC,Gibson Aviation,NIGHT CHASE,United States,
,RPS,Global Air Charter,RESPONSE,United States,
,GAG,Greybird Pilot Academy,GEEBIRD,Denmark,
,GBS,Global Air Services Nigeria,GLOBAL SERVE,Nigeria,
,GLC,Global Aircargo,,Bahrain,
,,Global Airways (Turks and Caicos),,Turks and Caicos Islands,
,BSP,Global Airways (BSP),,Democratic Republic of Congo,
,GLB,Global Airways (GLB),GLO-AIR,United States,Air Castle Corporation
,GBB,Global Aviation Operations,GLOBE,South Africa,
,GAK,Global Aviation and Services Group,AVIAGROUP,Libya,
,GGZ,Global Georgian Airways,GLOBAL GEORGIAN,Georgia,
,GLJ,Global Jet Austria,GLOBAL JET AUSTRIA,Austria,
,NSM,Global Jet Corporation,THUNDERCLOUD,United States,
,SVW,Global Jet Luxembourg,SILVER ARROWS,Luxembourg,
,GSK,Global Sky Aircharter,GLOBAL SKY,United States,
,GSS,Global Supply Systems,JET LIFT,United Kingdom,
,XGS,Global System,,United States,
,XGW,Global Weather Dynamics,,United States,
,GLW,Global Wings,,Japan,
,GJA,Globe Jet,,Lebanon,
G8,GOW,GoAir,GOAIR,India,
GK,,Go One Airways,,United Kingdom,Defunct?
G7,GJS,GoJet Airlines,LINDBERGH,United States,
,GGE,Gobierno De Guinea Ecuatorial,,Equatorial Guinea,
,GOF,Gof-Air,GOF-AIR,Mexico,
,GOI,Gofir,SWISS HAWK,Switzerland,
G3,GLO,Gol Transportes A�reos,GOL TRANSPORTE,Brazil,Brazilian low-cost airline.
,GBT,Gold Belt Air Transport,GOLD BELT,Canada,defunct
,GDA,GoldAir,AIR PARTNER,United Kingdom,
,GDK,Goldeck-Flug,GOLDECK FLUG,Austria,
DC,GAO,Golden Air,GOLDEN,Sweden,
,GDD,Golden Airlines,GOLDEN AIRLINES,United States,
,GPA,Golden Pacific Airlines,GOLDEN PAC,United States,
,GRS,Golden Rule Airlines,GOLDEN RULE,Kyrgyzstan,
,GLD,Golden Star Air Cargo,GOLDEN STAR,Sudan,
,GOS,Goldfields Air Services,,Australia,
,GAQ,Golfe Air Quebec,GOLFAIR,Canada,
,GLE,Goliaf Air,GOLIAF AIR,S�o Tom� and Pr�ncipe,
,GOM,Gomel Airlines,GOMEL,Belarus,
5Z,GON,Gonini Air Services,GONINI,Suriname,defunct
,RDR,Goodridge (UK) Limited,RED STAR,United Kingdom,
G1,,Gorkha Airlines,GORKHA AIRLINES,Nepal,?ICAO
,GOR,Gorlitsa Airlines,GORLITSA,Ukraine,
,HKG,Government Flying Service,HONGKONG GOVERNMENT,Hong Kong SAR of China,
,GRZ,Government of�Zambia�Communications Flight,COM FLIGHT,Zambia,
,HLD,Grampian Flight Centre,GRANITE,United Kingdom,
,GAV,Granada Aviaci�n,GRANAVI,Spain,
,GAE,Grand Aire Express,GRAND EXPRESS,United States,
,GND,Grand Airways,GRAND VEGAS,United States,
,CVU,Grand Canyon Airlines,CANYON VIEW,United States,
GV,GUN,Grant Aviation,HOOT,United States,
,LMK,Grantex Aviation,LANDMARK,United Kingdom,
,GRA,Great American Airways,GREAT AMERICAN,United States,Defunct
,GRA,Guardian Air Asset Management,FLEX,South Africa,issued in 2017
ZK,GLA,Great Lakes Airlines,LAKES AIR,United States,
,GLU,Great Lakes Airways (Uganda),LAKES CARGO,Uganda,
,GRP,Great Plains Airlines,GREAT PLAINS,United States,
IJ,GWL,Great Wall Airlines,GREAT WALL,China,
,GWA,Great Western Air,G-W AIR,United States,
,HAF,Hellenic Air Force,HELLENIC AIR FORCE,Greece,
,HNA,Greek Navy,HELLENIC NAVY,Greece,
,GFF,Griffin Aviation,GRIFFIN AIR,Cyprus,
,GXA,Grixona,GRIXONA,Moldova,
,GZD,Grizodubova Air Company,GRIZODUBOVA AIR,Russia,
,HTG,Grossmann Air Service,GROSSMANN,Austria,
,GSJ,Grossmann Jet Service,GROSSJET,Czech Republic,
,GHV,Ground Handling Service de Mexico,GROUND HANDLING,Mexico,
,GPM,Grup Air-Med,GRUPOMED,Spain,
,EJC,Grupo De Aviaci�n Ejecutiva,GRUPOEJECUTIVA,Mexico,
,TAT,Grupo TACA,TACA-COSTARICA,Costa Rica,
,VMM,Grupo Vuelos Mediterraneo,VUELOS MED,Spain,
,GMT,Grupo A�reo Monterrey,GRUPOMONTERREY,Mexico,
,GSY,Guard Systems,GUARD AIR,Norway,
G6,BSR,Guine Bissaur Airlines,BISSAU AIRLINES,Guinea-Bissau,
,GIJ,Guinea Airways,GUINEA AIRWAYS,Guinea,
,GNC,Guinea Cargo,GUINEA CARGO,Equatorial Guinea,
J9,GIF,Guinee Airlines,GUINEE AIRLINES,Guinea,defunct
,GEA,Guinea Ecuatorial Airlines,GEASA,Equatorial Guinea,
,GIQ,Guinee Paramount Airlines,GUIPAR,Guinea,
,CGH,Guizhou Airlines,GUIZHOU,China,
,GUS,Guja,GUJA,Mexico,
G8,GUJ,Gujarat Airways,GUJARATAIR,India,
,TSU,Gulf & Caribbean Cargo /�Contract Air Cargo,TRANSAUTO,United States,
,GUF,Gulf African Airlines,GULF AFRICAN,The Gambia,
GF,GFA,Gulf Air,GULF AIR,Bahrain,
,GAT,Gulf Air Inc,GULF TRANS,United States,
,GCN,Gulf Central Airlines,GULF CENTRAL,United States,
,SFY,Gulf Flite Center,SKY FLITE,United States,
,GPC,Gulf Pearl Air Lines,AIR GULFPEARL,Libya,
,GLF,Gulfstream Aerospace,GULFSTREAM TEST,United States,
,GFS,Gulfstream Airlines,GULFSTAR,United States,
,GFT,Gulfstream International Airlines,GULF FLIGHT,United States,
,GUL,Gull Air,GULL-AIR,United States,
,GUM,Gum Air,GUM AIR,Suriname,
,GDH,Guneydogu Havacilik Isletmesi,RISING SUN,Turkey,
GY,,Guyana Airways 2000,,,
,GWN,Gwyn Aviation,GWYN,United Kingdom,
,GAC,GlobeAir,DREAM TEAM,Austria,
3S,GUY,Air Guyane Express,GREEN BIRD,French Guyana,
GW,,Costa Rica Green Airways,,Costa Rica,
,HTB,Helix-Craft Aviation,HELIX-CRAFT,Panama,2014[26]
,HCK,Heli-Charter,HELI-CHARTER,United Kingdom,
MR,MML,Hunnu Air,TRANS MONGOLIA,Mongolia,
,HAY,Hamburg Airways,HAMBURG AIRWAYS,Germany,
,HSN,H.S.AVIATION CO., LTD.,H.S.AVIATION,Thailand,
,HRN,Heron Luftfahrt,HERONAIR,Germany,
,HYP,Hyperion Aviation,HYPERION,Malta,
,HFM,Hi Fly Malta,MOONRAKER,Malta,
A5,HOP,Hop!,AIR HOP,France,
,HLA,HC Airlines,HEAVYLIFT,United Kingdom,
,HWD,HPM Investments,FLITEWISE,United Kingdom,
,KTR,HT Helikoptertransport,COPTER TRANS,Sweden,
,AHT,HTA Helicopteros,HELIAPRA,Portugal,
,,Hacienda Airlines,,United States,defunct - 1957 to July 10, 1962
,FMS,Hadison Aviation,HADI,United States,
H6,HAG,Hageland Aviation Services,HAGELAND,United States,
,POW,Hagondale Limited,AIRNET,United Kingdom,
HR,HHN,Hahn Air,ROOSTER,Germany,
H1,,Hahn Air Systems,,Germany,
HU,CHH,Hainan Airlines,HAINAN,China,
1R,,Hainan Phoenix Information Systems,,China,
,HLS,Haiti Air Freight,,Haiti,
2T,HAM,Haiti Ambassador Airlines,,Haiti,
,HTI,Haiti International Air,HAITI INTERNATIONAL,Haiti,
,HRB,Haiti International Airline,HAITI AIRLINE,Haiti,
,HNR,Haiti National Airlines�(HANA),HANAIR,Haiti,
,HTN,Haiti North Airline,,Haiti,
,HTC,Haiti Trans Air,HAITI TRANSAIR,Haiti,
,HBC,Haitian Aviation Line,HALISA,Haiti,
,HAJ,Hajvairy Airlines,HAJVAIRY,Pakistan,
,HKL,Hak Air,HAK AIRLINE,Nigeria,
,HLH,Hala Air,HALA AIR,Sudan,
,HCV,Halcyonair,CREOLE,Cape Verde,
4R,HHI,Hamburg International,HAMBURG JET,Germany,
,HJL,Hamlin Jet,BIZJET,United Kingdom,
,HMM,Hamra Air,HAMRA,United Arab Emirates,
,WVA,Hand D Aviation,WABASH VALLEY,United States,
,HGR,Hangar 8,HANG,United Kingdom,
,HGD,Hangard Aviation,HANGARD,Mongolia,
,HAN,Hansung Airlines,HANSUNG AIR,Republic of Korea,
X3,HLX,Hapag-Lloyd Express,YELLOW CAB,Germany,Became�TUI fly Deutschland�in 2007
HF,HLF,Hapagfly,HAPAG LLOYD,Germany,Became�TUI fly Deutschland�in 2007
HB,HAR,Harbor Airlines,HARBOR,United States,
HQ,HMY,Harmony Airways,HARMONY,Canada,
,NBR,Haughey Air,NORBROOK,United Kingdom,
,PYN,Haverfordwest Air Charter Services,POYSTON,United Kingdom,
,HAV,Havilah Air Services,HAVILAH,Nigeria,
HA,HAL,Hawaiian Airlines,HAWAIIAN,United States,
HP,,Hawaiian Pacific Airlines,,United States,defunct
,HKR,Hawk Air,AIR HAW,Argentina,
,HMX,Hawk De Mexico,HAWK MEXICO,Mexico,
BH,,Hawkair,,Canada,defunct since 2016
,HKI,Hawkaire,HAWKEYE,United States,
,HZL,Hazelton Airlines,HAZELTON,Australia,Defunct.
HN,HVY,Heavylift Cargo Airlines,HEAVY CARGO,Australia,
,HVL,Heavylift International,HEAVYLIFT INTERNATIONAL,United Arab Emirates,
,HDC,Helcopteros De Cataluna,HELICATALUNA,Spain,
,HCB,Helenair (Barbados),HELEN,Barbados,
,HCL,Helenair Corporation,HELENCORP,Saint Lucia,
,HHP,Helenia Helicopter Service,HELENIA,Denmark,
,HLR,Heli Air Services,HELI BULGARIA,Bulgaria,
,ALJ,Heli Ambulance Team,ALPIN HELI,Austria,
,HEB,Heli Bernina,HELIBERNINA,Switzerland,
,HFR,Heli France,HELIFRANCE,France,
,HYH,Heli Hungary,HELIHUNGARY,Hungary,
,HLM,Heli Medwest De Mexico,HELIMIDWEST,Mexico,
,HLI,Heli Securite,HELI SAINT-TROPEZ,France,
,HTP,Heli Trip,HELI TRIP,Mexico,
,HLU,Heli Union Heli Prestations,HELI UNION,France,
,MCM,Heli-Air-Monaco,HELI AIR,Monaco,
,HHE,Heli-Holland,HELI HOLLAND,Netherlands,
,HRA,Heli-Iberica,ERICA,Spain,
,HIF,Heli-Iberica Fotogrametria,HIFSA,Spain,
,HIG,Heli-Inter Guyane,INTER GUYANNE,France,
,HLK,Heli-Link,HELI-LINK,Switzerland,
,HMC,Heliamerica De Mexico,HELIAMERICA,Mexico,
,HEA,Heliavia-Transporte A�reo,HELIAVIA,Portugal,
,CDY,Heliaviation Limited,CADDY,United Kingdom,
,HIB,Helibravo Aviacao,HELIBRAVO,Portugal,
,HLC,Helicap,HELICAP,France,
,COV,Helicentre Coventry,HELICENTRE,United Kingdom,
,HEL,Helicol,HELICOL,Colombia,
,HCP,Helicopter,HELI CZECH,Czech Republic,
,JKY,Helicopter & Aviation Services,JOCKEY,United Kingdom,
,MVK,Helicopter Training & Hire,MAVRIK,United Kingdom,
,HAP,Helicopteros Aero Personal,HELIPERSONAL,Mexico,
,HAA,Helicopteros Agroforestal,AGROFORESTAL,Chile,
,HNT,Helicopteros Internacionales,HELICOP INTER,Mexico,
,HEN,Helic�pteros Y Veh�culos Nacionales A�reos,HELINAC,Mexico,
,HHH,Helicsa,HELICSA,Spain,
JB,JBA,Helijet,HELIJET,Canada,
,HDR,Helikopterdrift,HELIDRIFT,Norway,
,SCO,Helikopterservice Euro Air,SWEDCOPTER,Sweden,
,OCE,Heliocean,HELIOCEAN,France,
ZU,HCY,Helios Airways,HELIOS,Cyprus,
,HLP,Helipistas,HELIPISTAS,Spain,
,HPL,Heliportugal,HELIPORTUGAL,Portugal,
,HEC,Heliservicio Campeche,HELICAMPECHE,Mexico,
,HSU,Helisul,HELIS,Portugal,
,HSI,Heliswiss,HELISWISS,Switzerland,
,HLT,Helitafe,HELITAFE,Mexico,
,HIT,Helitalia,HELITALIA,Italy,
,OFA,Helitaxi Ofavi,OFAVI,Mexico,
,HLT,Helitours,HELITOURS,Sri Lanka,
9I,HTA,Helitrans,SCANBIRD,Norway,
,HTS,Helitrans Air Service,HELITRANS,United States,
,HLW,Heliworks,HELIWORKS,Chile,
HJ,HEJ,Hellas Jet,HELLAS JET,Greece,ceased operation in 2010
HW,FHE,Hello,FLYHELLO,Switzerland,
,HLG,Helog,HELOG,Switzerland,
2L,OAW,Helvetic Airways,HELVETIC,Switzerland,
,HMS,Hemus Air,HEMUS AIR,Bulgaria,
,HAC,Henebury Aviation,,Australia,
,SSH,Heritage Flight�(Valley Air Services),SNOWSHOE,United States,
,MRX,Herman's Markair Express,SPEEDMARK,United States,
,HED,Heritage Aviation Developments,FLAPJACK,United Kingdom,
EO,ALX,Hewa Bora Airways,ALLCONGO,Democratic Republic of the Congo,
UD,HER,Hex'Air,HEX AIRLINE,France,
,HHS,Hi-Jet Helicopter Services,HIJET,Suriname,
5K,HFY,Hi Fly,SKY FLYER,Portugal,
,HLB,High-Line Airways,HIGH-LINE,Canada,
,HWY,Highland Airways,HIWAY,United Kingdom,
H9,HIM,Himalaya Airlines,HIMALAYA,Nepal,
,HSH,Hisp�nica de Aviaci�n,HASA,Spain,
,HIS,Hispaniola Airways,HISPANIOLA,Dominican Republic,
VM,VMS,His Majesty King Maha Vajiralongkorn,VICTOR MIKE,Thailand,holding airline, renamed on his accession[28]
,HGA,Hogan Air,HOGAN AIR,United States,
,NTH,Hokkaido Air System,NORTH AIR,Japan,
,ABH,Hokuriki-Koukuu Company,,Japan,
H5,HOA,Hola Airlines,HOLA,Spain,
,HIN,Holding International Group,HOLDING GROUP,Mexico,
,HOL,Holiday Airlines (US Airline),HOLIDAY,United States,
HC,HCC,Holidays Czech Airlines,CZECH HOLIDAYS,Czech Republic,
,HTR,Holstenair Lubeck,HOLSTEN,Germany,
,HMV,Homac Aviation,HOMAC,Luxembourg,
,HAS,Honduras Airlines,HONDURAS AIR,Honduras,
HX,CRK,Hong Kong Airlines,BAUHINIA,Hong Kong,
RH,HKC,Hong Kong Air Cargo,MASCOT,Hong Kong,
UO,HKE,Hong Kong Express Airways,HONGKONG SHUTTLE,Hong Kong,
A6,HTU,Hongtu Airlines,HONGLAND,China,
,HEX,Honiara Cargo Express,HONIARA CARGO,Solomon Islands,
H1,,Hooters Air,Hooters Air,United States,The airline was established in 2003 and started operations on March 6, 2003. On April 17, 2006,�Hooters Air�ceased operations, halting scheduled Public Charter service and refunding tickets.
,HPJ,Hop-A-Jet,HOPA-JET,United States,
HH,,Hope Air,HOPE AIR,Canada,
QX,QXE,Horizon Air,HORIZON AIR,United States,
,KOK,Horizon Air Service,KOKO,United States,
,HSM,Horizon Air for Transport and Training,ALOFUKAIR,Libya,
,HOR,Horizon Air-Taxi,HORIZON,Switzerland,
BN,HZA,Horizon Airlines,HORIZON,Australia,defunct
,HPS,Horizon Plus,HORIZON PLUS,Bangladesh,
,HUD,Horizons Unlimited,HUD,United States,
,HOZ,Horizontes A�reos,HORIZONTES AEREOS,Mexico,
,HDI,Hoteles Dinamicos,DINAMICOS,Mexico,
,HHO,Houston Helicopters,HOUSTON HELI,United States,
,GGV,Houston Jet Services,GREGG AIR,Austria,
,OZU,Hozu-Avia,HOZAVIA,Kazakhstan,
,HUB,Hub Airlines,HUB,United States,
,HUS,Huessler Air Service,HUESSLER,United States,
,GMH,Hughes Aircraft Company,HUGHES EXPRESS,United States,
,WHR,Hummingbird Helicopter Service,WHIRLEYBIRD,United States,
,HUV,Hunair Hungarian Airlines,SILVER EAGLE,Hungary,
,HUF,Hungarian Air Force,HUNGARIAN AIRFORCE,Hungary,
,HYA,Hyack Air,HYACK,Canada,
,HYC,Hydro Air Flight Operations,HYDRO CARGO,South Africa,
,HYD,Hydro-Qu�bec,HYDRO,Canada,
H4,,H�li S�curit� Helicopter Airlines,,France,
,HKB,Hawker Beechcraft,CLASSIC,United States,
,ETI,H-Bird Aviation Services AB,JETHAWK,Sweden,
,IJW,Interjet Inc.,JET WEST,United States,2015[29]
,IIC,Inter Island Air Charter,,Bahamas,2014[30]
I4,EXP,Island Air Express,ISLAND EXPRESS,United States,2014[30]
,IWL,Island Wings,,Bahamas,2014[30]
IK,KAR,Ikar,IKAR,Russian Federation,
,ICN,Iconair,,Pakistan,
,IAC,Interaviation Charter,INTERCHARTER,Romania,
,IFM,Ifly,ICOPTER,Greece,
,ITC,International Air Carrier Association,,Belgium,
II,CSQ,IBC Airways,CHASQUI,United States,
0C,IBL,IBL Aviation,CATOVAIR,Mauritius,
,BBL,IBM�Euroflight Operations,BLUE,Switzerland,
,YYY,ICAO,,,Used by airlines without a specific code
C3,IPR,Independent Carrier (ICAR),ICAR,Ukraine,
,CIC,ICC Canada,AIR TRADER,Canada,
,IDG,IDG Technology Air,INDIGO,Czech Republic,
,IFL,IFL Group,EIFEL,United States,
,RDE,II Lione Alato Arl,FLIGHT RED,United Kingdom,
,IJM,IJM International Jet Management,JET MANAGEMENT,Austria,
,IKK,IKI International Airlines,IKIAIR,Japan,
,IKN,IKON FTO,IKON,Germany,
,BLU,IMP Aviation Services,BLUENOSE,Canada,
,XGG,IMP Group Aviation Services,,Canada,
1F,,INFINI Travel Information,,Japan,Computer Reservation System
,IPA,IPEC Aviation,IPEC,Australia,
,IPM,IPM Europe,SHIPEX,United Kingdom,
,LVB,IRS Airlines,SILVERBIRD,Nigeria,
,ISD,ISD Avia,ISDAVIA,Ukraine,
1U,,ITA Software,,United States,Computer reservation system
,FDF,IVV Femida,,Russia,
IB,IBE,Iberia Airlines,IBERIA,Spain,
I2,IBS,Iberia Express,IBEREXPRESS,Spain,Charter service, low cost carrier for EU flights of Iberia operating only A320s
,IBR,Ibertour Servicios A�reos,IBERTOUR,Spain,
,IBT,Ibertrans A�rea,IBERTRANS,Spain,
TY,IWD,Iberworld,IBERWORLD,Spain,
FW,IBX,Ibex Airlines,IBEX,Japan,
,IBC,Ibicenca Air,IBICENCA,Spain,
,AKI,Ibk-Petra,,Sudan,
,RAC,Icar Air,TUZLA AIR,Bosnia and Herzegovina,
,FRC,Icare Franche Compte,FRANCHE COMPTE,France,
D8,IBK,Norwegian Air International (Norway),NORTRANS,Norway,
,ICD,Icaro Air,ICARO,Ecuador,Defunct 2011
,ICA,Icaro,ICARFLY,Italy,
,IUS,Icarus,ICARUS,Italy,
,ICJ,Icejet,ICEJET,Iceland,
FI,ICE,Icelandair,ICEAIR,Iceland,
,ICG,Icelandic Coast Guard,ICELAND COAST,Iceland,
,IKR,Ikaros DK,IKAROS,Denmark,
,CIO,Il Ciocco International Travel Service,CIOCCO,Italy,
,ILV,Il-Avia,ILAVIA,Russia,
,IDL,Ildefonso Redriguez,ILDEFONSO,Mexico,
V8,IAR,Iliamna Air Taxi,ILIAMNA AIR,United States,
,ILP,Ilpo Aruba Cargo,,Aruba,
,ILL,Ilyich-Avia,ILYICHAVIA,Ukraine,
,IMR,Imaer,IMAER,Portugal,
,ITX,Imair Airlines,IMPROTEX,Azerbaijan,
,PNX,Imperial Airways,PHOENIX,United States,ICAO code in use by another company, call sign no longer allocated
,IMT,Imtrec Aviation,IMTREC,Cambodia,
DH,IDE,Independence Air,INDEPENDENCE AIR,United States,defunct
,IDP,Independent Air Freighters,INDEPENDENT,Australia,
6E,IGO,IndiGo,IFLY,India,InterGlobe Aviation
,IIL,India International Airways,INDIA INTER,India,
,IFC,Indian Air Force,INDIAN AIRFORCE,India,
IC,IAC,Indian Airlines,INDAIR,India,
,IDR,Indicator Company,INDICATOR,Hungary,
I9,IBU,Indigo Airlines,INDIGO BLUE,United States,
,IDA,Indonesia Air Transport,INTRA,Indonesia,
QZ,AWQ,Indonesia AirAsia,WAGON AIR,Indonesia,
IO,IAA,Indonesian Airlines,INDO LINES,Indonesia,
,IPN,Industri Pesawat Terbang Nusantara,NUSANTARA,Indonesia,
,ITN,Industrias Titan,TITANLUX,Spain,
,FFI,Infinit Air,INFINIT,Spain,
C4,IMX,Zimex Aviation,ZIMEX,Switzerland,
,INS,Inflite The Jet Centre,,United Kingdom,
,IVA,Innotech Aviation,INNOTECH,Canada,
,INC,Insel Air International,INSELAIR,Netherlands Antilles,
,ICC,Institut Cartogr�fic de Catalunya,CARTO,Spain,
,INT,Intair,INTAIRCO,Canada,
,INL,Intal Avia,INTAL AVIA,Kyrgyzstan,
,FFL,Intavia Limited,,United Kingdom,
,XRA,Intensive Air,INTENSIVE,South Africa,
,ITW,Inter Air,INTER WINGS,Bulgaria,
,INX,Inter Express,INTER-EURO,Turkey,
H4,IIN,Inter Island Airways,,Cape Verde,
,CAR,Inter RCA,QUEBEC ROMEO,Central African Republic,
,NTT,Inter Tropic Airlines,INTER-TROPIC,Sierra Leone,
,TCU,Inter Tropical Aviation,TROPAIR,Suriname,Defunct 2001
,ITA,Inter-Air,CAFEX,United States,
,ICN,Inter-Canadian,INTER-CANADIAN,Canada,
,UGL,Inter-Island Air,UGLY VAN,United States,
,IMA,Inter-Mountain Airways,INTER-MOUNTAIN,United States,
,ITS,Inter-State Aviation,INTER-STATE,United States,
D6,ILN,Interair South Africa,INLINE,South Africa,
,NTE,Interaire,INTERMEX,Mexico,
ZA,SUW,Interavia Airlines,ASTAIR,Russia,
,IVT,Interaviatrans,INTERAVIA,Ukraine,
RS,ICT,Intercontinental de Aviaci�n,CONTAVIA,Colombia,
,ICP,Intercopters,CHOPER,Spain,
,IFT,Interflight,INTERFLIGHT,United Kingdom,
,IJT,Interflight (Learjet),,United Kingdom,
,RFL,Interfly,INFLY,Italy,
,IFF,Interfreight Forwarding,INTERFREIGHT,Sudan,
,IGN,Interguide Air,DIVINE AIR,Nigeria,
,ISN,Interisland Airlines,TRI-BIRD,Philippines,
,IWY,Interisland Airways Limited,ISLANDWAYS,Turks and Caicos Islands,Name changed to�Air Turks and Caicos
4O,AIJ,Interjet,ABC AEROLINEAS,Mexico,
,IHE,Interjet Helicopters,INTERCOPTER,Greece,
ID,ITK,Interlink Airlines,INTERLINK,South Africa,
,IAK,International Air Cargo Corporation,AIR CARGO EGYPT,Egypt,
,EXX,International Air Corporation,EXPRESS INTERNATIONAL,United States,
N/A,NCC,T3 Aviation, Inc.,STARFLEET,United States,2020[31]
,IAX,International Air Services,INTERAIR SERVICES,Liberia,
6I,IBZ,International Business Air,INTERBIZ,Sweden,was U5
,IBY,International Business Aircraft,CENTRAL STAGE,United States,
,ICS,International Charter Services,INTERSERVI,Mexico,
,ICX,International Charter Xpress,INTEX,United States,Defunct 1994
,RED,International Committee of the Red Cross,RED CROSS,Switzerland,
,IIG,International Company for Transport, Trade and Public Works,ALDAWLYH AIR,Libya,
